nohup: ignoring input
[152] bbox_docvqa_id=153 images=10/10 error=False
[480] bbox_docvqa_id=481 images=8/8 error=False
[218] bbox_docvqa_id=219 images=7/7 error=False
[187] bbox_docvqa_id=188 images=5/5 error=False
[481] bbox_docvqa_id=482 images=21/21 error=True
[153] bbox_docvqa_id=154 images=10/10 error=False
[275] bbox_docvqa_id=276 images=5/5 error=False
[482] bbox_docvqa_id=483 images=21/21 error=True
[483] bbox_docvqa_id=484 images=21/21 error=True
[188] bbox_docvqa_id=189 images=5/5 error=False
[219] bbox_docvqa_id=220 images=7/7 error=False
[484] bbox_docvqa_id=485 images=21/21 error=True
[485] bbox_docvqa_id=486 images=21/21 error=True
[154] bbox_docvqa_id=155 images=10/10 error=False
[486] bbox_docvqa_id=487 images=21/21 error=True
[487] bbox_docvqa_id=488 images=21/21 error=True
[276] bbox_docvqa_id=277 images=5/5 error=False
[488] bbox_docvqa_id=489 images=21/21 error=True
[155] bbox_docvqa_id=156 images=10/10 error=False
[489] bbox_docvqa_id=490 images=21/21 error=True
[220] bbox_docvqa_id=221 images=16/16 error=False
[490] bbox_docvqa_id=491 images=21/21 error=True
[277] bbox_docvqa_id=278 images=34/34 error=True
[491] bbox_docvqa_id=492 images=16/16 error=True
[492] bbox_docvqa_id=493 images=16/16 error=True
[189] bbox_docvqa_id=190 images=5/5 error=False
[156] bbox_docvqa_id=157 images=10/10 error=False
[190] bbox_docvqa_id=191 images=69/69 error=True
[493] bbox_docvqa_id=494 images=16/16 error=True
[191] bbox_docvqa_id=192 images=69/69 error=True
[192] bbox_docvqa_id=193 images=69/69 error=True
[278] bbox_docvqa_id=279 images=34/34 error=True
[221] bbox_docvqa_id=222 images=16/16 error=False
[193] bbox_docvqa_id=194 images=69/69 error=True
[194] bbox_docvqa_id=195 images=69/69 error=True
[195] bbox_docvqa_id=196 images=69/69 error=True
[196] bbox_docvqa_id=197 images=69/69 error=True
[197] bbox_docvqa_id=198 images=69/69 error=True
[198] bbox_docvqa_id=199 images=69/69 error=True
[157] bbox_docvqa_id=158 images=10/10 error=False
[494] bbox_docvqa_id=495 images=4/4 error=False
[279] bbox_docvqa_id=280 images=34/34 error=True
[199] bbox_docvqa_id=200 images=69/69 error=True
[222] bbox_docvqa_id=223 images=16/16 error=False
[200] bbox_docvqa_id=201 images=21/21 error=True
[280] bbox_docvqa_id=281 images=34/34 error=True
[158] bbox_docvqa_id=159 images=10/10 error=False
[201] bbox_docvqa_id=202 images=21/21 error=True
[495] bbox_docvqa_id=496 images=4/4 error=False
[223] bbox_docvqa_id=224 images=16/16 error=False
[202] bbox_docvqa_id=203 images=21/21 error=True
[496] bbox_docvqa_id=497 images=16/16 error=True
[203] bbox_docvqa_id=204 images=21/21 error=True
[281] bbox_docvqa_id=282 images=34/34 error=True
[159] bbox_docvqa_id=160 images=10/10 error=False
[497] bbox_docvqa_id=498 images=16/16 error=True
[204] bbox_docvqa_id=205 images=21/21 error=True
[224] bbox_docvqa_id=225 images=16/16 error=False
[498] bbox_docvqa_id=499 images=16/16 error=True
[205] bbox_docvqa_id=206 images=21/21 error=True
[282] bbox_docvqa_id=283 images=34/34 error=True
[499] bbox_docvqa_id=500 images=16/16 error=True
[206] bbox_docvqa_id=207 images=21/21 error=True
[79] bbox_docvqa_id=80 images=45/45 error=False
[500] bbox_docvqa_id=501 images=18/18 error=True
[225] bbox_docvqa_id=226 images=16/16 error=False
[207] bbox_docvqa_id=208 images=21/21 error=True
[283] bbox_docvqa_id=284 images=34/34 error=True
[501] bbox_docvqa_id=502 images=18/18 error=True
[208] bbox_docvqa_id=209 images=21/21 error=True
[502] bbox_docvqa_id=503 images=18/18 error=True
[209] bbox_docvqa_id=210 images=21/21 error=True
[284] bbox_docvqa_id=285 images=34/34 error=True
[226] bbox_docvqa_id=227 images=16/16 error=False
[503] bbox_docvqa_id=504 images=18/18 error=True
[504] bbox_docvqa_id=505 images=18/18 error=True
[505] bbox_docvqa_id=506 images=18/18 error=True
[285] bbox_docvqa_id=286 images=34/34 error=True
[227] bbox_docvqa_id=228 images=16/16 error=False
[506] bbox_docvqa_id=507 images=18/18 error=True
[80] bbox_docvqa_id=81 images=18/18 error=False
[507] bbox_docvqa_id=508 images=18/18 error=True
[508] bbox_docvqa_id=509 images=18/18 error=True
[286] bbox_docvqa_id=287 images=34/34 error=True
[228] bbox_docvqa_id=229 images=16/16 error=False
[509] bbox_docvqa_id=510 images=18/18 error=True
[287] bbox_docvqa_id=288 images=31/31 error=True
[510] bbox_docvqa_id=511 images=27/27 error=True
[229] bbox_docvqa_id=230 images=16/16 error=False
[160] bbox_docvqa_id=161 images=22/22 error=False
[511] bbox_docvqa_id=512 images=27/27 error=True
[288] bbox_docvqa_id=289 images=31/31 error=True
[210] bbox_docvqa_id=211 images=7/7 error=False
[512] bbox_docvqa_id=513 images=27/27 error=True
[81] bbox_docvqa_id=82 images=18/18 error=False
[289] bbox_docvqa_id=290 images=31/31 error=True
[513] bbox_docvqa_id=514 images=27/27 error=True
[230] bbox_docvqa_id=231 images=6/6 error=False
[290] bbox_docvqa_id=291 images=31/31 error=True
[514] bbox_docvqa_id=515 images=27/27 error=True
[231] bbox_docvqa_id=232 images=6/6 error=False
[515] bbox_docvqa_id=516 images=27/27 error=True
[291] bbox_docvqa_id=292 images=31/31 error=True
[161] bbox_docvqa_id=162 images=22/22 error=False
[516] bbox_docvqa_id=517 images=27/27 error=True
[232] bbox_docvqa_id=233 images=6/6 error=False
[292] bbox_docvqa_id=293 images=31/31 error=True
[517] bbox_docvqa_id=518 images=27/27 error=True
[82] bbox_docvqa_id=83 images=18/18 error=False
[518] bbox_docvqa_id=519 images=27/27 error=True
[233] bbox_docvqa_id=234 images=6/6 error=False
[293] bbox_docvqa_id=294 images=31/31 error=True
[211] bbox_docvqa_id=212 images=7/7 error=False
[519] bbox_docvqa_id=520 images=27/27 error=True
[234] bbox_docvqa_id=235 images=6/6 error=False
[162] bbox_docvqa_id=163 images=22/22 error=False
[294] bbox_docvqa_id=295 images=31/31 error=True
[520] bbox_docvqa_id=521 images=21/21 error=True
[521] bbox_docvqa_id=522 images=21/21 error=True
[295] bbox_docvqa_id=296 images=31/31 error=True
[235] bbox_docvqa_id=236 images=6/6 error=False
[522] bbox_docvqa_id=523 images=21/21 error=True
[83] bbox_docvqa_id=84 images=18/18 error=False
[296] bbox_docvqa_id=297 images=31/31 error=True
[236] bbox_docvqa_id=237 images=6/6 error=False
[523] bbox_docvqa_id=524 images=21/21 error=True
[297] bbox_docvqa_id=298 images=138/138 error=True
[163] bbox_docvqa_id=164 images=22/22 error=False
[298] bbox_docvqa_id=299 images=138/138 error=True
[524] bbox_docvqa_id=525 images=21/21 error=True
[237] bbox_docvqa_id=238 images=6/6 error=False
[299] bbox_docvqa_id=300 images=138/138 error=True
[300] bbox_docvqa_id=301 images=138/138 error=True
[525] bbox_docvqa_id=526 images=21/21 error=True
[301] bbox_docvqa_id=302 images=138/138 error=True
[238] bbox_docvqa_id=239 images=6/6 error=False
[302] bbox_docvqa_id=303 images=138/138 error=True
[526] bbox_docvqa_id=527 images=21/21 error=True
[212] bbox_docvqa_id=213 images=7/7 error=False
[303] bbox_docvqa_id=304 images=138/138 error=True
[239] bbox_docvqa_id=240 images=6/6 error=False
[84] bbox_docvqa_id=85 images=18/18 error=False
[304] bbox_docvqa_id=305 images=138/138 error=True
[527] bbox_docvqa_id=528 images=21/21 error=True
[164] bbox_docvqa_id=165 images=22/22 error=False
[305] bbox_docvqa_id=306 images=138/138 error=True
[306] bbox_docvqa_id=307 images=138/138 error=True
[528] bbox_docvqa_id=529 images=21/21 error=True
[240] bbox_docvqa_id=241 images=11/11 error=False
[241] bbox_docvqa_id=242 images=11/11 error=False
[529] bbox_docvqa_id=530 images=6/6 error=False
[165] bbox_docvqa_id=166 images=22/22 error=False
[85] bbox_docvqa_id=86 images=18/18 error=False
[242] bbox_docvqa_id=243 images=11/11 error=False
[530] bbox_docvqa_id=531 images=6/6 error=False
[531] bbox_docvqa_id=532 images=6/6 error=False
[243] bbox_docvqa_id=244 images=11/11 error=False
[532] bbox_docvqa_id=533 images=6/6 error=False
[533] bbox_docvqa_id=534 images=6/6 error=False
[307] bbox_docvqa_id=308 images=7/7 error=False
[166] bbox_docvqa_id=167 images=22/22 error=False
[244] bbox_docvqa_id=245 images=11/11 error=False
[86] bbox_docvqa_id=87 images=18/18 error=False
[534] bbox_docvqa_id=535 images=6/6 error=False
[213] bbox_docvqa_id=214 images=7/7 error=False
[535] bbox_docvqa_id=536 images=6/6 error=False
[245] bbox_docvqa_id=246 images=11/11 error=False
[308] bbox_docvqa_id=309 images=7/7 error=False
[536] bbox_docvqa_id=537 images=6/6 error=False
[537] bbox_docvqa_id=538 images=6/6 error=False
[246] bbox_docvqa_id=247 images=11/11 error=False
[538] bbox_docvqa_id=539 images=6/6 error=False
[309] bbox_docvqa_id=310 images=7/7 error=False
[167] bbox_docvqa_id=168 images=22/22 error=False
[539] bbox_docvqa_id=540 images=20/20 error=True
[87] bbox_docvqa_id=88 images=18/18 error=False
[540] bbox_docvqa_id=541 images=20/20 error=True
[247] bbox_docvqa_id=248 images=11/11 error=False
[541] bbox_docvqa_id=542 images=20/20 error=True
[248] bbox_docvqa_id=249 images=11/11 error=False
[214] bbox_docvqa_id=215 images=7/7 error=False
[542] bbox_docvqa_id=543 images=20/20 error=True
[543] bbox_docvqa_id=544 images=20/20 error=True
[544] bbox_docvqa_id=545 images=20/20 error=True
[88] bbox_docvqa_id=89 images=18/18 error=False
[249] bbox_docvqa_id=250 images=11/11 error=False
[545] bbox_docvqa_id=546 images=20/20 error=True
[546] bbox_docvqa_id=547 images=20/20 error=True
[547] bbox_docvqa_id=548 images=20/20 error=True
[548] bbox_docvqa_id=549 images=20/20 error=True
[310] bbox_docvqa_id=311 images=7/7 error=False
[549] bbox_docvqa_id=550 images=13/13 error=True
[250] bbox_docvqa_id=251 images=17/17 error=False
[550] bbox_docvqa_id=551 images=13/13 error=True
[215] bbox_docvqa_id=216 images=7/7 error=False
[551] bbox_docvqa_id=552 images=13/13 error=True
[89] bbox_docvqa_id=90 images=18/18 error=False
[552] bbox_docvqa_id=553 images=13/13 error=True
[168] bbox_docvqa_id=169 images=22/22 error=False
[251] bbox_docvqa_id=252 images=17/17 error=False
[553] bbox_docvqa_id=554 images=13/13 error=True
[554] bbox_docvqa_id=555 images=13/13 error=True
[555] bbox_docvqa_id=556 images=13/13 error=True
[556] bbox_docvqa_id=557 images=13/13 error=True
[252] bbox_docvqa_id=253 images=17/17 error=False
[557] bbox_docvqa_id=558 images=13/13 error=True
[558] bbox_docvqa_id=559 images=13/13 error=True
[169] bbox_docvqa_id=170 images=22/22 error=False
[559] bbox_docvqa_id=560 images=35/35 error=True
[216] bbox_docvqa_id=217 images=7/7 error=False
[253] bbox_docvqa_id=254 images=17/17 error=False
[311] bbox_docvqa_id=312 images=7/7 error=False
[560] bbox_docvqa_id=561 images=35/35 error=True
[90] bbox_docvqa_id=91 images=24/24 error=False
[170] bbox_docvqa_id=171 images=5/5 error=False
[254] bbox_docvqa_id=255 images=17/17 error=False
[171] bbox_docvqa_id=172 images=5/5 error=False
[561] bbox_docvqa_id=562 images=35/35 error=True
[172] bbox_docvqa_id=173 images=5/5 error=False
[312] bbox_docvqa_id=313 images=7/7 error=False
[562] bbox_docvqa_id=563 images=35/35 error=True
[173] bbox_docvqa_id=174 images=5/5 error=False
[255] bbox_docvqa_id=256 images=17/17 error=False
[563] bbox_docvqa_id=564 images=35/35 error=True
[174] bbox_docvqa_id=175 images=5/5 error=False
[313] bbox_docvqa_id=314 images=7/7 error=False
[175] bbox_docvqa_id=176 images=5/5 error=False
[564] bbox_docvqa_id=565 images=35/35 error=True
[314] bbox_docvqa_id=315 images=22/22 error=True
[217] bbox_docvqa_id=218 images=7/7 error=False
[315] bbox_docvqa_id=316 images=22/22 error=True
[176] bbox_docvqa_id=177 images=5/5 error=False
[256] bbox_docvqa_id=257 images=17/17 error=False
[565] bbox_docvqa_id=566 images=35/35 error=True
[177] bbox_docvqa_id=178 images=5/5 error=False
[316] bbox_docvqa_id=317 images=22/22 error=True
[566] bbox_docvqa_id=567 images=35/35 error=True
[178] bbox_docvqa_id=179 images=5/5 error=False
[91] bbox_docvqa_id=92 images=24/24 error=False
[317] bbox_docvqa_id=318 images=22/22 error=True
[257] bbox_docvqa_id=258 images=17/17 error=False
[567] bbox_docvqa_id=568 images=35/35 error=True
[179] bbox_docvqa_id=180 images=5/5 error=False
[318] bbox_docvqa_id=319 images=22/22 error=True
[319] bbox_docvqa_id=320 images=22/22 error=True
[320] bbox_docvqa_id=321 images=22/22 error=True
[258] bbox_docvqa_id=259 images=17/17 error=False
[321] bbox_docvqa_id=322 images=22/22 error=True
[180] bbox_docvqa_id=181 images=5/5 error=False
[568] bbox_docvqa_id=569 images=6/6 error=False
[322] bbox_docvqa_id=323 images=22/22 error=True
[181] bbox_docvqa_id=182 images=5/5 error=False
[569] bbox_docvqa_id=570 images=6/6 error=False
[259] bbox_docvqa_id=260 images=17/17 error=False
[323] bbox_docvqa_id=324 images=22/22 error=True
[182] bbox_docvqa_id=183 images=5/5 error=False
[570] bbox_docvqa_id=571 images=6/6 error=False
[324] bbox_docvqa_id=325 images=44/44 error=True
[260] bbox_docvqa_id=261 images=5/5 error=False
[183] bbox_docvqa_id=184 images=5/5 error=False
[218] bbox_docvqa_id=219 images=7/7 error=False
[184] bbox_docvqa_id=185 images=5/5 error=False
[261] bbox_docvqa_id=262 images=5/5 error=False
[325] bbox_docvqa_id=326 images=44/44 error=True
[571] bbox_docvqa_id=572 images=6/6 error=False
[185] bbox_docvqa_id=186 images=5/5 error=False
[92] bbox_docvqa_id=93 images=24/24 error=False
[572] bbox_docvqa_id=573 images=6/6 error=False
[262] bbox_docvqa_id=263 images=5/5 error=False
[326] bbox_docvqa_id=327 images=44/44 error=True
[186] bbox_docvqa_id=187 images=5/5 error=False
[573] bbox_docvqa_id=574 images=6/6 error=False
[263] bbox_docvqa_id=264 images=5/5 error=False
[187] bbox_docvqa_id=188 images=5/5 error=False
[327] bbox_docvqa_id=328 images=44/44 error=True
[574] bbox_docvqa_id=575 images=6/6 error=False
[264] bbox_docvqa_id=265 images=5/5 error=False
[188] bbox_docvqa_id=189 images=5/5 error=False
[575] bbox_docvqa_id=576 images=6/6 error=False
[328] bbox_docvqa_id=329 images=44/44 error=True
[265] bbox_docvqa_id=266 images=5/5 error=False
[576] bbox_docvqa_id=577 images=6/6 error=False
[189] bbox_docvqa_id=190 images=5/5 error=False
[190] bbox_docvqa_id=191 images=69/69 error=True
[329] bbox_docvqa_id=330 images=44/44 error=True
[191] bbox_docvqa_id=192 images=69/69 error=True
[219] bbox_docvqa_id=220 images=7/7 error=False
[577] bbox_docvqa_id=578 images=6/6 error=False
[192] bbox_docvqa_id=193 images=69/69 error=True
[193] bbox_docvqa_id=194 images=69/69 error=True
[266] bbox_docvqa_id=267 images=5/5 error=False
[220] bbox_docvqa_id=221 images=16/16 error=True
[194] bbox_docvqa_id=195 images=69/69 error=True
[195] bbox_docvqa_id=196 images=69/69 error=True
[578] bbox_docvqa_id=579 images=30/30 error=True
[330] bbox_docvqa_id=331 images=44/44 error=True
[221] bbox_docvqa_id=222 images=16/16 error=True
[196] bbox_docvqa_id=197 images=69/69 error=True
[267] bbox_docvqa_id=268 images=5/5 error=False
[197] bbox_docvqa_id=198 images=69/69 error=True
[222] bbox_docvqa_id=223 images=16/16 error=True
[198] bbox_docvqa_id=199 images=69/69 error=True
[223] bbox_docvqa_id=224 images=16/16 error=True
[579] bbox_docvqa_id=580 images=30/30 error=True
[93] bbox_docvqa_id=94 images=24/24 error=False
[199] bbox_docvqa_id=200 images=69/69 error=True
[331] bbox_docvqa_id=332 images=44/44 error=True
[268] bbox_docvqa_id=269 images=5/5 error=False
[224] bbox_docvqa_id=225 images=16/16 error=True
[580] bbox_docvqa_id=581 images=30/30 error=True
[225] bbox_docvqa_id=226 images=16/16 error=True
[332] bbox_docvqa_id=333 images=44/44 error=True
[581] bbox_docvqa_id=582 images=30/30 error=True
[226] bbox_docvqa_id=227 images=16/16 error=True
[269] bbox_docvqa_id=270 images=5/5 error=False
[227] bbox_docvqa_id=228 images=16/16 error=True
[333] bbox_docvqa_id=334 images=44/44 error=True
[582] bbox_docvqa_id=583 images=30/30 error=True
[228] bbox_docvqa_id=229 images=16/16 error=True
[270] bbox_docvqa_id=271 images=5/5 error=False
[334] bbox_docvqa_id=335 images=18/18 error=True
[583] bbox_docvqa_id=584 images=30/30 error=True
[229] bbox_docvqa_id=230 images=16/16 error=True
[335] bbox_docvqa_id=336 images=18/18 error=True
[271] bbox_docvqa_id=272 images=5/5 error=False
[584] bbox_docvqa_id=585 images=30/30 error=True
[336] bbox_docvqa_id=337 images=18/18 error=True
[337] bbox_docvqa_id=338 images=18/18 error=True
[585] bbox_docvqa_id=586 images=30/30 error=True
[272] bbox_docvqa_id=273 images=5/5 error=False
[338] bbox_docvqa_id=339 images=18/18 error=True
[586] bbox_docvqa_id=587 images=30/30 error=True
[339] bbox_docvqa_id=340 images=18/18 error=True
[273] bbox_docvqa_id=274 images=5/5 error=False
[94] bbox_docvqa_id=95 images=24/24 error=False
[587] bbox_docvqa_id=588 images=30/30 error=True
[340] bbox_docvqa_id=341 images=18/18 error=True
[200] bbox_docvqa_id=201 images=21/21 error=False
[341] bbox_docvqa_id=342 images=18/18 error=True
[588] bbox_docvqa_id=589 images=17/17 error=True
[274] bbox_docvqa_id=275 images=5/5 error=False
[230] bbox_docvqa_id=231 images=6/6 error=False
[342] bbox_docvqa_id=343 images=18/18 error=True
[589] bbox_docvqa_id=590 images=17/17 error=True
[275] bbox_docvqa_id=276 images=5/5 error=False
[343] bbox_docvqa_id=344 images=18/18 error=True
[590] bbox_docvqa_id=591 images=17/17 error=True
[201] bbox_docvqa_id=202 images=21/21 error=False
[344] bbox_docvqa_id=345 images=17/17 error=True
[276] bbox_docvqa_id=277 images=5/5 error=False
[591] bbox_docvqa_id=592 images=17/17 error=True
[345] bbox_docvqa_id=346 images=17/17 error=True
[592] bbox_docvqa_id=593 images=17/17 error=True
[346] bbox_docvqa_id=347 images=17/17 error=True
[202] bbox_docvqa_id=203 images=21/21 error=False
[593] bbox_docvqa_id=594 images=17/17 error=True
[347] bbox_docvqa_id=348 images=17/17 error=True
[594] bbox_docvqa_id=595 images=17/17 error=True
[348] bbox_docvqa_id=349 images=17/17 error=True
[203] bbox_docvqa_id=204 images=21/21 error=False
[231] bbox_docvqa_id=232 images=6/6 error=False
[95] bbox_docvqa_id=96 images=24/24 error=False
[349] bbox_docvqa_id=350 images=17/17 error=True
[595] bbox_docvqa_id=596 images=17/17 error=True
[350] bbox_docvqa_id=351 images=17/17 error=True
[596] bbox_docvqa_id=597 images=17/17 error=True
[351] bbox_docvqa_id=352 images=17/17 error=True
[204] bbox_docvqa_id=205 images=21/21 error=False
[597] bbox_docvqa_id=598 images=17/17 error=True
[352] bbox_docvqa_id=353 images=17/17 error=True
[598] bbox_docvqa_id=599 images=12/12 error=True
[353] bbox_docvqa_id=354 images=17/17 error=True
[599] bbox_docvqa_id=600 images=12/12 error=True
[277] bbox_docvqa_id=278 images=34/34 error=False
[205] bbox_docvqa_id=206 images=21/21 error=False
[600] bbox_docvqa_id=601 images=12/12 error=True
[601] bbox_docvqa_id=602 images=12/12 error=True
[602] bbox_docvqa_id=603 images=12/12 error=True
[232] bbox_docvqa_id=233 images=6/6 error=False
[603] bbox_docvqa_id=604 images=12/12 error=True
[206] bbox_docvqa_id=207 images=21/21 error=False
[96] bbox_docvqa_id=97 images=24/24 error=False
[604] bbox_docvqa_id=605 images=12/12 error=True
[278] bbox_docvqa_id=279 images=34/34 error=False
[605] bbox_docvqa_id=606 images=12/12 error=True
[207] bbox_docvqa_id=208 images=21/21 error=False
